title,url,ingredients,steps,uuid,categoria
Alubias con verduras y pollo,https://www.recetasgratis.net/receta-de-alubias-con-verduras-y-pollo-60247.html,"1 bote de alubias a la jardinera
40 gramos de pimiento verde
30 gramos de pimiento rojo
1 pizca de sal
50 mililitros de aceite de oliva
1 jamoncito de pollo","1 Antes de comenzar a elaborar esta receta de alubias con verduras y pollo presentamos los ingredientes que necesitamos. 
2 Picamos fina la verdura. En este caso como las alubias blancas ya vienen con un extra de cebolla y zanahoria, no le agregamos más que pimiento. Si las tuvieras que cocer tú porque lo prefieres o no tienes judías blancas de bote, añade el toque de la cebolla en una cantidad generosa y remata con el toque dulce de la zanahoria. 
3 Calentamos un poco de aceite de oliva en una sartén y vamos a sellar el muslito de pollo. Para ello, primero daremos poca potencia al fuego, y cuando ya lleve cinco minutos, vuelta y vuelta, entonces le damos un poco más de fuerza para que se dore bien. Hay quien quita la piel del pollo, ya que es un componente con mucho aporte calórico. Nosotros queremos que dé ese gustillo al plato de judías blancas con verduras y pollo, así que la hemos dejado. Truco: Cuando son muslos o piezas con mucha carne, te recomendamos abrirlas antes con unos cortes, como se ve en la imagen. Así evitas que queden poco hechos por dentro. 
4 En el mismo aceite de marcar el pollo, sofreímos las verduras con una pizquina de sal. Una vez están doradas, añadimos el contenido de la sartén al bol con las alubias. Todo, aceite incluido. Recuerda que hemos echado poco aceite, y la razón es precisamente esta: queremos un plato de alubias de bote con pollo con cuerpo, sí, pero no pesado. 
5 Finalmente, calentamos las alubias blancas con verduras y pollo en el microondas para que todo esté caliente. ¡Huele que alimenta!Y si te gustan las receta de legumbres con carnes no te pierdas esta de alubias blancas con cerdo en adobo o esta de alubias con panceta y chorizo por ejemplo. ¡Igualmente deliciosas!",d569820c-fb94-4f5b-a107-8e3133bc4749,comida
Alubias con chorizo con Thermomix,https://www.recetasgratis.net/receta-de-alubias-con-chorizo-con-thermomix-59898.html,"150 gramos de Cebolla
100 gramos de Pimiento rojo
2 dientes de Ajo
50 gramos de Zanahoria
50 gramos de Aceite de oliva
2 Chorizos en rodajas
1 trozo de Tocino
100 gramos de Jamón serrano
800 gramos de Judias blancas cocidas
500 mililitros de Agua
1 hoja de Laurel","1 Empezamos a preparar nuestro potaje de judías blancas colocando la cebolla troceada en el vaso junto con el pimiento, el ajo, la zanahoria y el aceite. Programa entonces durante 4 segundos en velocidad 4 para picar las verduras. 
2 A continuación pocha las verduras durante 8 minutos con la Thermomix en modo Varoma y velocidad 1. 
3 Cuando la máquina termine, añade dentro todas las rodajas de chorizo junto con el tocino y el jamón. Añade también unas tres cucharadas de las judías blancas, previamente escurridas, para darle espesor a la salsa base de nuestro potaje, agua y laurel.Programa la Thermomix por 20 minutos con la temperatura en 100º, giro a la izquierda y activa la velocidad cuchara.Procura que las rodajas de chorizo sean más bien gruesas, en cuanto al jamón, puedes comprarlo en tacos o utilizar también un hueso de jamón. 
4 Comprueba la sazón de nuestra receta con alubias blancas y añade una pizca de sal, aunque como el jamón ya aporta suficiente sal no creo que sea necesario.Coloca entonces en el vaso el resto de las judías, previamente escurridas, y programa por 3 minutos manteniendo la temperatura a 100º, el giro a la izquierda y la velocidad de cuchara. 
5 Sirve las alubias con chorizo con Thermomix recién hechas, bien calientes, y disfruta de este plato de cuchara en una tarda fría de otoño o invierno. A esta receta de judías blancas con Thermomix también añadirlo otros ingredientes como morcilla o patata.Y si quieres más recetas de potajes caseros con Thermomix, revisa la receta de garbanzos con espinacas o las clásicas lentejas.",9fbaf529-828a-4259-87b4-392d0d62db6e,comida
Alubias blancas con butifarra,https://www.recetasgratis.net/receta-de-alubias-blancas-con-butifarra-59644.html,"4 Butifarras
600 gramos de Alubias blanca
1 chorro de Aceite
1 pizca de Sal
2 trozos de Panceta de cerdo","1 Esta receta la prepararemos con alubias frescas, así que como en cualquier receta con granos, lo primero que debes hacer es dejarlas en remojo desde la noche anterior a la preparación del plato. 
2 El día de la preparación, escurre el agua y lava las alubias. Colócalas entonces en una olla con agua hasta cubrirlas y cocina a fuego medio-alto hasta que estén blandas. El tiempo de cocción dependerá de la calidad de las alubias pero debe ser entre 2 y 3 horas.Cuando le queden unos 10 minutos para estar listas añade sal a la olla para sazonar los granos. Truco: Si quieres ir más rápido puedes usar una olla express. 
3 Cuando las alubias estén listas, se escurren y saltean en una sartén con los trozos de panceta previamente salados, remueve y cocina todo junto durante unos 5 minutos. 
4 Por otro lado, para hacer este plato de forma tradicional, deberás cocinar la butifarra a la brasa. Si no tienes brasas disponibles puedes hacerla a la parrilla o a la plancha. Cocina dando vueltas hasta que esté dorada y bien hecha. 
5 Terminadas las dos preparaciones se sirve las alubias blancas con butifarra, todo en el mismo plato. Este plato típico de Cataluña se acompaña con pan de payés o pan de pueblo y alioli casero a gusto de cada comensal. ¡Buen provecho!",48747999-3e42-41aa-8b23-a1adcb6fa1c1,comida
Alubias rojas con zanahoria,https://www.recetasgratis.net/receta-de-alubias-rojas-con-zanahoria-58525.html,"4 unidades de Zanahoria
½ unidad de Cebolleta
300 gramos de Alubias rojas
1 pizca de Sal
2 cucharadas soperas de Aceite de oliva
1 cucharada postre de Orégano","1 Reunimos todos los ingredientes para preparar las alubias rojas con zanahoria. No olvides que este plato es una comida ideal para diabéticos o en todo caso, también se puede servir como cena ligera. 
2 Pelamos las zanahorias, las troceamos en cuartos y las cocemos en abundante agua hirviendo con un poco de sal. 
3 Por otra parte, colamos las alubias y las lavamos con agua. Si queréis usar alubias secas tendréis que cocerlas en agua hasta que se ablanden. 
4 Salteamos la cebolleta en una sartén con aceite de oliva durante 3 minutos a fuego medio. 
5 Agregamos las alubias rojas, ponemos un poco de sal y removemos. Dejamos cocinar un par de minutos. 
6 Una vez cocidas las zanahorias, escurrimos el agua y las machacamos con ayuda de un tenedor. Añadimos un poco de sal y de orégano y mezclamos. Si queréis, podéis agregar un chorrito de vinagre blanco. 
7 Sirve en conjunto el puré de zanahoria con el salteado de alubias rojas y buen provecho! Esta receta de alubias rojas con zanahoria se puede tomar como parte de una cena ligera acompañadas por un postre ligero de mango y kiwi.Si queréis probar otras recetas para diabéticos, podéis probar la pizza con harina integral para diabéticos. ¡Esperamos vuestros comentarios!",6f9dc757-52f7-42a1-950b-626e3f808546,comida
Alubias blancas con carne y chorizo,https://www.recetasgratis.net/receta-de-alubias-blancas-con-carne-y-chorizo-58129.html,"300 gramos de Alubias o frijoles blancos
2 tazas de Caldo de pollo
3 hojas de Laurel
1 unidad de Pimiento rojo
80 gramos de Tomate
60 gramos de Cebolla larga
1 unidad de Cebolla blanca
120 gramos de Carne molida
4 unidades de Chorizo
1 cucharadita de Perejil
4 unidades de Patatas
1 puñado de Tomillo
1 cucharadita de Comino
1 cucharadita de Paprika
1 cucharadita de Orégano
1 pizca de Pasta de ajo
1 pizca de Sal
1 pizca de Pimienta negra","1 El primer paso para realizar la receta de alubias blancas es alistar los ingredientes. 
2 Recuerda que lo primero que debes hacer es remojar en agua la noche anterior las alubias para dejarlas durante 24 horas a remojo. Una vez pasado el tiempo e hidratadas, llévalas a una olla a presión y cocínalas hasta que estén blandas. 
3 Pela las patatas y córtalas en cuadros medianos. Lleva las patatas a una olla honda con suficiente agua y cocínalas hasta que estén blandas. Retira la olla del fuego y reserva. 
4 Lleva un sartén a fuego medio y una vez esté caliente adiciona una cucharada de aceite de girasol, agrega el tomate en cuadros y las cebollas finamente picadas. 
5 Agrega sal, pimienta negra y pasta de ajo al gusto. Sofríe durante algunos minutos. 
6 Añade el pimiento rojo también picado finamente e intégralo con el sofrito base de nuestra receta de alubias blancas. 
7 Adiciona la carne molida (puedes utilizar la que prefieras, de res o cerdo). Mezcla muy bien con el resto de ingredientes. 
8 Adiciona el chorizo en rodajas y mezcla bien con el resto de ingredientes que tenemos en la sartén para poder continuar con el potaje de alubias blancas. 
9 Agrega el comino, orégano, sal, pimienta y paprika para dar un toque de sabor a los frijoles. 
10 Mezcla el sofrito base del paso anterior con el caldo de pollo y los frijoles blancos previamente cocinados. Agrega laurel y tomillo al gusto. Deja conservar a fuego medio durante 15 minutos aproximadamente, o hasta que se integren todos los ingredientes. Adiciona las patatas cocinadas al final de la cocción. 
11 Sirve la receta de alubias blancas con carne y chorizo espolvoreando un poco de perejil finamente picado por encima. Este plato es ideal para acompañar con arroz blanco, y si deseas dar un toque extra, unas tajadas de plátano maduro.",c661882c-3f69-4029-8465-1d8780d185df,comida
Alubias blancas con pollo,https://www.recetasgratis.net/receta-de-alubias-blancas-con-pollo-57601.html,"400 gramos de Alubias blancas
½ unidad de Pollo
4 unidades de Zanahorias
1 unidad de Cebolla grande
1 unidad de Pimiento rojo mediano
2 unidades de Puerros
1 cucharada sopera de Pimentón
6 dientes de Ajo
½ taza de Aceite de oliva
1 pizca de Sal","1 Por lo primero que se tiene que hacer es poner en remojo las alubias la noche anterior. Al día siguiente, se ponen a cocer en una olla con agua fría. ¡Ojo! Hay que cambiar el agua por lo menos 3 veces para que no tengamos gases estomacales. Cuando definitivamente la ponemos a hervir añadiremos al agua un chorro de aceite de oliva. 
2 Aparte, en una cazuela se pone a freír la carne de pollo previamente limpia y troceada, se espolvorea por encima un poco de sal para que se pegue a la cazuela. Rehogamos la carne de pollo a fuego suave hasta que coja un color doradito, este paso es muy importante porque de esto dependerá el sabor a carne que tomen las alubias. Luego, se añade la verdura cortada en cuadraditos (previamente pelada): cebolla, pimiento rojo, zanahoria y 4 dientes de ajo. Se rehoga todo junto unos 5 minutitos y después se cubre todo con agua o caldo de pollo. Tapamos la cazuela y dejamos cocer unos 30 minutos. 
3 Cuando falte más o menos media hora para que las alubias estén tiernas, se escurren y se añaden a la cazuela junto al pollo y las verduras, se deja hervir. 
4 Cuando en la cazuela queda caldo solo para cubrir con un dedo los ingredientes, se añaden los 2 dientes de ajo que los hemos frito previamente en una sartén, cortados en láminas, y la cucharada de pimentón dulce. Incorporamos, también, un poco de perejil picado y corregimos de sal. ¡Y listo! Ya puedes disfrutar de este delicioso plato de alubias con pollo con arroz blanco o una ensalada verde. Más recetas y más platos originales de la cocina mediterránea en mi canal de YouTube.",c555673e-38f4-468c-8936-05eb13b5c2cc,comida
Alubias blancas con chorizo y morcilla,https://www.recetasgratis.net/receta-de-alubias-blancas-con-chorizo-y-morcilla-52032.html,"200 gramos de Alubias blancas
2 Chorizos asturianos
2 Morcillas asturianas
1 Cebolla
1 diente de Ajo
1 pizca de Sal
1 pizca de Pimienta
2 lonchas de Tocino","1 Lo primero que debemos hacer para empezar a preparar la receta de alubias blancas con chorizo y morcilla es dejar listos todos los ingredientes. En este sentido, si no puedes conseguir el embutido asturiano, puedes emplear el que tengas a tu alcance. 
2 La noche anterior a la elaboración de las alubias blancas con chorizo, morcilla y panceta, dejamos las legumbres en remojo. 
3 Al día siguiente, escurrimos las alubias, las introducimos en una olla y las cubrimos con agua para dejar que se cocinen durante una hora a fuego lento. Pasada la primera media hora, incorporamos el chorizo y la morcilla y mantenemos la temperatura del fuego. Truco: Puedes acortar el tiempo de cocción de las alubias con chorizo utilizando legumbres de bote. 
4 Cuando queden 15 minutos para finalizar la cocción de las alubias con chorizo y morcilla agregamos el tocino. 
5 Acto seguido, añadimos la cebolla cortada en plumas y el ajo picado. Y si quieres que la cebolla quede más blandita todavía, agrégala unos cinco minutos antes que el tocino. 
6 Cuando el plato de alubias blancas con chorizo, morcilla y panceta esté listo, lo servimos caliente y con la carne troceada. Esta receta es perfecta para combatir las bajas temperaturas, acompañada de una rodaja de pan casero y una copa de vino. Y de postre, ¿qué te parece tarta de queso?",16361f36-44b2-4473-9adc-82d66641a17a,comida
Alubias negras con arroz,https://www.recetasgratis.net/receta-de-alubias-negras-con-arroz-29665.html,"300 gramos de Alubias de Tolosa
250 gramos de Arroz redondo
1 Puerro Choricitos al gusto
2 Zanahorias
2 dientes de Ajo
1 Cebolla
3 cucharadas soperas de Aceite de oliva
1 pizca de Sal y Pimienta blanca","1 Como con cualquier otro tipo de grano, al cocinar alubias de Tolosa, es importante dejarlas en remojo desde la noche anterior a la preparación de la receta. 
2 Al día siguiente, escurrimos bien pasando por un colador y luego, las colocamos en una cazuela grande o puchero, cubriendo con agua fría. Con un litro y medio de agua debería ser suficiente.Añadimos un chorrito de aceite, una pizca de sal y las dejamos hervir a fuego medio alto. 
3 Mientras, lavamos y pelamos las zanahorias, las partimos por la mitad y las incorporamos a la olla. Mantenemos la cocción durante media hora. Por otro lado, pinchamos los chorizos y las incorporamos también en la olla. 
4 Mientras pasa esa primera media hora, aprovechamos para pelar y picar el puerro en aros finos; lo mismo con la cebolla y el ajo que picaremos finamente. Hacemos un sofrito base con estos ingredientes, rehogando a fuego suave con dos dos cucharadas de aceite, sal y pimienta, durante diez minutos. 
5 En este punto, lavamos el arroz para quitarle un poco de almidón, lo escurrimos bien con el colador y lo ponemos dentro del puchero. para hacer estas alubias negras estofadas nosotros hemos utilizado arroz redondo, pero puedes usar cualquier otro tipo de grano que tengas a mano. 
6 Por último, incorporamos el sofrito que hemos hecho en pasos anteriores y removemos la olla agitando por las asas, lo ideal es no meter dentro ninguna cuchara o utensilio para evitar romper las alubias. 
7 Probamos la salsa y corregimos la sazón si es necesario. Dejamos cocinar durante media hora más y cuando pase este tiempo, dejamos reposar unos 10-15 minutos antes de servir. 
8 Pasado este tiempo ya podremos disfrutar a lo grande de un buen plato de alubias negras con arroz. Recuerda que debes servirlo en una cazuela de barro con los chorizos enteros, esa es la forma más tradicional, ¡buen provecho!Este tipo de alubias también se conoce como caraotas y si quieres saber otra forma de prepararlas, no dudes en revisar la receta de las caraotas negras venezolanas.",c7d379b0-777c-4c00-92e2-35d9ff05802a,comida
Alubias blancas con alcachofas,https://www.recetasgratis.net/receta-de-alubias-blancas-con-alcachofas-28819.html,"200 g de alubias blancas
200 g de corazones de alcachofas
100 g de cebolla
1 diente de ajo picado
1 rama de perejil
1/2 hoja de laurel Aceite Sal","1 Ponemos las alubias en remojo la noche anterior con agua fría sin sal. 
2 Al día siguiente, con esa misma agua las colocamos en una cazuela. 
3 Añadimos la cebolla picada, el laurel y un chorro de aceite. 
4 Cubrimos con agua y las cocemos destapadas con calor suave. 
5 En una sartén sofreímos el ajo picado, añadimos las alcachofas partidas en cuartos, las salteamos y por último añadimos el perejil. 
6 Cuando las alubias están casi hechas, agregamos el refrito de alcachofas y dejamos que dé un hervor todo el conjunto. 
7 Agregamos un poco de azafrán pulverizado y continuamos la cocción hasta que las alubias estén suaves y tiernas. 
8 Ponemos un poco de sal y dejamos reposar.",c9d109a4-7b8a-4b85-9b46-8ddea489dfaf,comida
Alubias al vino tinto,https://www.recetasgratis.net/receta-de-alubias-al-vino-tinto-28810.html,"200 g de alubias.
1 cebolla.
2 clavos (especia muy olorosa).
200 g de carne para cocido.
20 g de mantequilla.
15 g de harina.
1 vaso de vino tinto.
1 vaso de agua. Sal.","1 Ponemos a remojo las alubias la noche anterior. 
2 Ensartamos los clavos en la cebolla y cortamos la carne a dados. 
3 Tostamos la harina en la mantequilla como si fuésemos a elaborar una bechamel. 
4 Añadimos la carne a la mezcla de harina y mantequilla, 1 vaso de vino y 1 vaso de agua. 
5 Incorporamos la cebolla con los dos clavos y dejamos cocer media hora larga. 
6 Cuando la salsa esté espesa, añadimos las alubias con el agua de remojo y dejamos cocer 2 horas. 
7 En esta receta, si la elaboramos en olla a presión, con ½ hora de cocción de las alubias es más que suficiente.",fe9ad8bd-8b02-48b7-9aca-9756b78e4bc3,comida
Alubias negras con berza y patatas,https://www.recetasgratis.net/receta-de-alubias-negras-con-berza-y-patatas-28791.html,"250 g de alubias negra
1 dl de aceite Sal
1 cebolla
1 puerro
1 zanahoria
1 pimiento verde
1 tomate maduro
2 dientes de ajo
2 patatas
1 berza Unas guindillas para acompañar","1 El día anterior debemos poner las alubias lavadas en agua fría a remojo. 
2 Al día siguiente con el agua de remojo, ponemos las alubias en una cazuela. 
3 Tapamos y dejamos que hiervan y que se vayan hinchando. 
4 Cuando hayan consumido el agua hasta el punto de que queden al descubierto, se vuelvan a mojar con agua fría (para asustarlas) y añadir el aceite, la cebolla, el puerro, la zanahoria, el pimiento verde, el tomate maduro y los 2 dientes de ajo. 
5 Dejamos cocer suavemente, removiendo con cuidado con una espátula de madera, sin romper las alubias. 
6 Transcurridas dos horas a fuego muy suave, veremos que están perfectamente cocidas y enteras. 
7 Sacamos con cuidado la cebolla, el puerro, la zanahoria, el ajo, el pimiento, el tomate y un cacito de las alubias y las trituramos con una batidora. 
8 Freímos un poco de ajo en un poco de aceite y lo echamos también al vaso batidor. 
9 Se tritura bien todo y se cuela sobre la cazuela de las alubias. 
10 Se da el último hervor y se prueba de sal definitivamente. 
11 Aparte, habremos cocido la berza en dos aguas. 
12 La primera en agua hirviendo, únicamente hasta que de nuevo vuelva a hervir (blanquear la berza, para que pierda su fuerte olor) y la segunda cocción con agua fría, sazonada con una pizca de sal y un chorrito de aceite. 
13 Cuando hierva la berza, se echan las patatas troceadas y se deja que cuezan hasta que la patata esté cocinada. 
14 Hacemos un refrito con 1 diente de ajo y lo vertemos encima de la berza. 
15 Servimos las alubias acompañadas de la berza y las patatas en una fuente aparte. 
16 Para terminar, se ponen unas guindillas en vinagre, un buen aceite de oliva y un poco de sal para que los comensales se aliñen las alubias a su gusto.",6fc355a5-f437-4b55-983d-b5bf2d82a531,comida
Alubias negras con costilla de cerdo,https://www.recetasgratis.net/receta-de-alubias-negras-con-costilla-de-cerdo-28789.html,"250 gramos de alubias
2 litros de agua
½ cebolla
½ vaso de aceite
1 kilo de costilla de cerdo Guindillas verdes
1 cucharada de pimentón picante","1 La noche anterior limpiamos las alubias bajo el chorro de agua fría y las ponemos en remojo dentro de una cazuela o en un recipiente de cristal. 
2 Al día siguiente introducimos las alubias en un puchero con agua fría y limpia. 
3 Añadimos un chorro de aceite, las costillas de cerdo y la cebolla picada fina. 
4 Cuando empiece a hervir, rompemos el hervor echando un vaso de agua fría. 
5 Se pone el puchero a fuego lento, dejando cocer las alubias por espacio de 2 horas (en olla rápida unos 35 minutos). 
6 Cuando las alubias estén casi cocidas, preparamos en una sartén un sofrito poniendo unas cucharadas de aceite y cebolla picada muy fina. 
7 En el momento en que la cebolla empieza a dorarse, apartamos la sartén del fuego y añadimos una cucharadita de pimentón picante. 
8 Rehogamos bien y vertemos en el puchero de las alubias. 
9 Esperamos a que las alubias se acaben de hacer, las retiramos del fuego y dejamos reposar una media hora. 
10 Las guindillas se sirven aparte en un plato con un poco de sal.",3c36afe0-e45d-40ed-8cdc-38a397d52f44,comida
Alubias rojas estofadas,https://www.recetasgratis.net/receta-de-alubias-rojas-estofadas-28774.html,"250 gramos de alubias rojas
1 cebolla
1 zanahoria
2 dientes de ajo
1 hoja de laurel
1 cucharadita de pimentón
1 cucharada sopera rasa de harina
1 decilitro de aceite de oliva Sal","1 Aclaramos en agua fría las alubias y una vez limpias las dejamos en remojo, con agua fría durante toda una noche. 
2 Al día siguiente, aprovechando la propia agua de remojo, las ponemos en una olla y añadimos agua fría hasta cubrirlas y un poco más. 
3 Añadimos la cebolla troceada por la mitad, la zanahoria pelada, los dientes de ajo pelados y enteros, el laurel y un chorro de aceite. 
4 Dejamos que cuezan a fuego suave y lento, vigilando que estén siempre cubiertas de agua, añadiendo un poco de agua fría cuando sea necesario. 
5 Cuando estén en su punto las retiramos del fuego. 
6 Retiramos la cebolla, la zanahoria y el laurel. 
7 La cebolla y la zanahoria la pasamos por el pasapurés y añadimos el puré a las alubias. 
8 En una sartén, freímos en un poco de aceite la harina, sacamos del fuego y añadimos una cucharadita de pimentón y rápidamente, añadimos un poco de caldo de cocción y vertemos sobre las alubias. 
9 Sazonamos con sal y dejamos cocer 5 minutos más. 
10 Antes de servir es conveniente que reposen 10 minutos.",7b6275eb-c8c5-4fed-a3c4-c5a9b4a56399,comida
Alubias negras con arroz y sepia,https://www.recetasgratis.net/receta-de-alubias-negras-con-arroz-y-sepia-28764.html,"Medio kilo de alubias negras 400 gramos de sepia limpia
2 cebollas Un pimiento rojo
5 dientes de ajo
1 tomate
100 gramos de arroz
4 cucharadas de aceite de oliva Sal","1 Ponemos a remojo las alubias la noche anterior. 
2 Al día siguiente elaboramos un sofrito con los ajos, la cebolla, el pimiento (todo ello cortado en cuadraditos). 
3 Cuando empiece a dorarse hay que añadir el tomate pelado. 
4 Una vez elaborado el sofrito le añadimos la sepia cortada en cuadraditos y la salteamos. 
5 Añadimos las alubias escurridas del agua del remojo, cubrimos con agua fría y lo ponemos a fuego fuerte hasta que el agua entre en ebullición. 
6 Bajamos el fuego de la cazuela y dejamos que hierva a lentamente dos horas. 
7 Cuando falten 20 minutos para terminar la cocción añadimos el arroz y dejamos que hierva todo el conjunto de nuevo hasta que estén cocinada las alubias y el arroz. 
8 Ponemos a punto de sal y servimos en sopera caliente.",57e4dab9-e891-4da1-94e7-3984e2d31740,comida
Alubias blancas con bacalao y setas,https://www.recetasgratis.net/receta-de-alubias-blancas-con-bacalao-y-setas-28760.html,"300 gramos de alubias blancas
½ kilo de bacalao desalado
300 gramos de setas
75 gramos de tomate maduro
100 gramos de cebolla Una rama de perejil
1 diente de ajo
½ cucharadita de pimentón dulce
4 cucharadas de aceite de oliva Sal","1 Ponemos las alubias en remojo en agua fría durante la noche anterior. 
2 A la mañana siguiente las escurrimos, las metemos en una cacerola, junto con la cebolla picada, el tomate pelado y cortado en trozos pequeños, el ajo, el pimentón y el aceite crudo. 
3 Cubrimos el conjunto con agua fría. uando rompe el hervor, bajamos el fuego y dejamos cocer lentamente, añadiendo las setas cortadas en tiras, procurando que las alubias estén siempre cubiertas de agua para que no suelten la piel. 
4 Una vez tiernas, sazonamos y dejamos cocer muy despacio. n el último momento, cuando la alubia está ya cocida, añadimos el bacalao desalado previamente y desmigado, y dejamos hervir el potaje muy despacio 10 minutos. 
5 Retiramos del fuego, espolvoreamos con perejil recién picado y dejamos reposar, tapadas, unos 10 minutos antes de servirlas.",e9b4a850-e734-4c28-b800-fe1dde63bee3,comida
Alubias blancas con almejas y setas,https://www.recetasgratis.net/receta-de-alubias-blancas-con-almejas-y-setas-28757.html,"280 gramos de alubias blancas
½ kilo de almejas
300 gramos de setas
75 gramos de tomate maduro
100 gramos de cebolla Una rama de perejil
1 diente de ajo
½ cucharadita de pimentón dulce
4 cucharadas de aceite de oliva Sal","1 Ponemos las alubias en remojo en agua fría, durante la noche anterior. 
2 A la mañana siguiente las escurrimos, las pasamos a una cacerola y les añadimos la cebolla picada, el tomate pelado. 
3 Cortado en trozos pequeños, el ajo, el perejil, el pimentón y el aceite crudo y cubrimos con agua fría. 
4 Cuando rompe el hervor, bajamos el fuego y dejamos cocer lentamente, añadiendo las setas cortadas en tiras. 
5 Procurando que las alubias estén siempre cubiertas de agua para que no suelten la piel. 
6 Una vez que las alubias estén tiernas, sazonamos y seguimos cociendo muy despacio. 
7 Aparte abrimos las almejas con un poco de ajo en una sartén, y cuando se han abierto les añadimos perejil picado. 
8 Vertemos sobre las alubias, dejándolas hervir con las almejas muy despacio durante 10 minutos más. 
9 Retiramos el cocido del fuego y dejamos reposar, tapadas, unos diez minutos antes de servirlas.",52a13f42-748a-4530-b756-72fbbea1e0ae,comida
Alubias blancas con setas y almejas,https://www.recetasgratis.net/receta-de-alubias-blancas-con-setas-y-almejas-28751.html,"300 gramos de alubias blancas
½ kilo de almejas finas
100 gramos de setas
75 gramos de tomate maduro
100 gramos de cebolla
½ hoja de laurel Una rama de perejil
1 diente de ajo
½ cucharadita de pimentón dulce Aceite Sal","1 Ponemos las alubias en remojo en agua fría, durante la noche anterior. 
2 A la mañana siguiente escurrimos, trasladamos a una cacerola y les añadimos la cebolla picada, el tomate pelado. 
3 Cortado en trozos pequeños, el laurel, el ajo, el perejil, el pimentón y el aceite crudo y se cubre con agua fría. 
4 Cuando rompe el hervor, bajamos el fuego, y dejamos cocer lentamente, procurando que las alubias estén siempre cubiertas de agua para que no suelten la piel. 
5 Una vez tiernas, sazonamos de sal, añadimos las setas limpias y troceadas y seguimos cociendo muy despacio. 
6 Aparte abrimos las almejas con un poco de ajo en una sartén, y cuando se han abierto les añadimos un poco de perejil picado. 
7 Vertemos sobre las alubias y setas, dejándolas hervir con las almejas muy despacio 10 minutos más. 
8 Se retiran del fuego y se dejan reposar, tapadas, unos diez minutos antes de servirlas.",c2609548-8d87-4c3d-9935-ab22b0dc1c60,comida
Alubias blancas con champiñones,https://www.recetasgratis.net/receta-de-alubias-blancas-con-champinones-28747.html,"400 gramos de alubias blancas
1 zanahoria
1 puerro Media cebolla
2 dientes de ajo
200 gramos de champiñones frescos Sal
2 cucharadas de aceite de oliva","1 Ponemos las alubias a remojo la noche anterior en agua fría. 
2 Al día siguiente, en una cazuela ponemos a cocer las alubias, la zanahoria pelada pero entera, el puerro limpio y troceado en dos trozos y la media cebolla pelada en trozo grande. 
3 Cuando la alubia esté cocida, separamos la zanahoria, el puerro y la cebolla, las pasamos por la batidora y volvemos añadir a las alubias. 
4 Por otra parte, limpiamos los champiñones y los troceamos en cuadraditos. 
5 Picamos finamente los ajos y sofreímos, antes de que cojan color añadimos los champiñones y sofreímos. 
6 Vertemos el salteado de champiñones a las alubias y cocemos todo el conjunto unos 10 minutos a fuego suave. 
7 Ponemos a punto de sal y servimos caliente una vez reposado el cocido unos 10 minutos con la tapa de la cazuela puesta para que no se enfríe. 
8 Para 4 personas.",986f5601-fddc-4d83-9ef5-2ff856e20db9,comida
Alubias rojas con codornices,https://www.recetasgratis.net/receta-de-alubias-rojas-con-codornices-28740.html,"4 codornices
300 gramos de alubias rojas
1 cebolla
100 gramos de zanahorias
1 pimiento morrón rojo
1 pimiento morrón verde
2 dientes de ajo
8 cucharadas de aceite de oliva virgen Sal","1 Ponemos a remojo las alubias rojas la noche anterior. 
2 Las cocemos durante 1 hora con un poco de aceite de oliva y si se quiere con algo de verdura pero nos es necesario porque después las terminaremos de cocer con las codornices y el resto de verduras Limpiamos las codornices y las abrimos por el medio. 
3 Freímos con aceite de oliva por ambos lados ligeramente. 
4 En el mismo aceite una vez salteadas las codornices pochamos la zanahoria, la cebolla y los pimientos cortada en juliana, es decir, en tiras finas Añadimos las alubias cocidas y las codornices y cocemos suavemente durante 15 minutos para que se mezclen los sabores.",667605a2-c796-4e30-8175-8d3924ddf30c,comida
Alubias con Chorizo de Bote,https://www.recetasgratis.net/receta-de-alubias-con-chorizo-de-bote-14229.html,"1 bote de alubias (frijoles, judías)
1½ vasos de agua
2 dientes de ajo
1 cebolla
8 trozos de chorizo
1 tomate maduro
1 pizca de sal
1 cucharadita de pimentón dulce aceite","1 El primer paso para elaborar estas alubias con chorizo de bote rápidas es picar la cebolla, pelar los ajos, dejarlos enteros y poner freír todo en una sartén con un poco de aceite. 
2 Luego corta el chorizo en trozos o rodajas si lo has comprado en un trozo grande y añádelo a la sartén. Este ingrediente le dará un sabor muy especial a la alubias blancas. Sofríelo un rato. 
3 Cuando la cebolla esté casi pochada del todo, ralla el tomate maduro y añádelo al sofrito de las alubias con chorizo de bote. 
4 Una vez el sofrito de las alubias con chorizo esté listo, retira los dientes de ajo pelados y añade la cuharadita de pimentón dulce. Remueve bien para integrar todos los sabores. 
5 Después añade el bote de alubias blancas. Si quieres puede enjuagarlas y escurrirlas previamente, pero yo prefiero añadirlas con el líquido de conservación si escurrirlas. 
6 Por último, añade el vaso y media de agua y una pizca de sal, y dejamos cocinar las judías blancas con chorizo durante unos 10-15 minutos a fuego bajo-medio. 
7 Cuando se hayan cocinado bien, ya podremos disfrutar de nuestras alubias con chorizo de bote en la mesa. Y si os gustan las recetas con alubias, no os perdáis las que vienen a continuación:Alubias con tomateEnsalada de alubias blancas con pestoAlubias blancas con pollo",99530dad-bef6-4901-ac47-3a34a6be4dfd,comida
